DriveType	DriveSerialNumber	VolumeLabel	LocalPath	NetworkPath	RelativePath	AppIdCode	AppIdName	BaseName	FileExt	DLE_EntryNum	DLE_BirthDroidVolId	DLE_BirthDroidFileId	DLE_DroidVolId	DLE_DroidFileId	DLE_LastModificationDatetime	DLE_Hostname	DLE_Path	CreationDateTime	ModificationDateTime	AccessDateTime	Codepage	CmdArgs	Description	EnvVarLoc	Flags	FileSize	IconLoc	ParentLongName	ParentEntryNum	ParentSeqNum	WorkingDir	Source	LnkTrgData
						7e4dca80246863e3	Control Panel (?)			3	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	08/10/2013 04:15:30.523889		::{26EE0668-A00A-44D7-9371-BEB064C98683}\0\::{ED7BA470-8E54-465E-825C-99712043E01C}\{A7160DE5-E591-4D98-9BB0-0CAC99D5F2D5}	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91785.Donald.7e4dca80246863e3.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x0L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x0L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}], 'ExtentionListing': '', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'ed7ba470-8e54-465e-825c-99712043e01c', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						7e4dca80246863e3	Control Panel (?)			2	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	08/10/2013 04:15:14.273067		::{26EE0668-A00A-44D7-9371-BEB064C98683}\0\::{ED7BA470-8E54-465E-825C-99712043E01C}\{F89E9A98-06B5-44EA-9B08-03D9A5D5448C}	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91785.Donald.7e4dca80246863e3.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x0L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x0L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}], 'ExtentionListing': '', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'ed7ba470-8e54-465e-825c-99712043e01c', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						28c8b86deab549a1	Internet Explorer 8 / 9 / 10 (32-bit)			23	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10/21/2013 18:19:15.276788		https://customer.hotspotsystem.com/customer/hotspotlogin.php?res=notyet&uamip=192.168.182.1&uamport=3990&challenge=a36ddb438860bcfc92784e8a59244ffa&userurl=http%3a%2f%2fwww.msftncsi.com%2fredirect&nasid=lot38_1&mac=24-FD-52-56-47-D2	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91804.Donald.28c8b86deab549a1.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x61L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x61L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': None, 'ExtentionBlocks': [{'ExtentionBlockSize': 30L, 'Signature': '0xbeef001aL'}]}], 'ExtentionListing': '0xbeef001aL', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'871c5380-42a0-1069-a2ea-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						28c8b86deab549a1	Internet Explorer 8 / 9 / 10 (32-bit)			22	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10/20/2013 19:06:59.103950		http://54.224.124.95/fam/ck.php?p=__pid=2afb481afa952e4a__sid=45831__bid=821575__cb=3b082aee5d__h=1382295964__s=f8ff8bb5be69fa05f6aca43617050e83	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91804.Donald.28c8b86deab549a1.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x61L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x61L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': None, 'ExtentionBlocks': [{'ExtentionBlockSize': 28L, 'Signature': '0xbeef001aL'}]}], 'ExtentionListing': '0xbeef001aL', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'871c5380-42a0-1069-a2ea-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						28c8b86deab549a1	Internet Explorer 8 / 9 / 10 (32-bit)			21	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10/19/2013 02:01:32.142901		http://www.eightforums.com/tutorials/32238-internet-explorer-11-pin-website-start-windows-8-1-a.html	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91804.Donald.28c8b86deab549a1.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x61L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x61L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': None, 'ExtentionBlocks': [{'ExtentionBlockSize': 28L, 'Signature': '0xbeef001aL'}]}], 'ExtentionListing': '0xbeef001aL', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'871c5380-42a0-1069-a2ea-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						28c8b86deab549a1	Internet Explorer 8 / 9 / 10 (32-bit)			20	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10/17/2013 19:05:17.614835		http://support.apple.com/kb/DL1455	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91804.Donald.28c8b86deab549a1.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x61L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x61L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': None, 'ExtentionBlocks': [{'ExtentionBlockSize': 28L, 'Signature': '0xbeef001aL'}]}], 'ExtentionListing': '0xbeef001aL', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'871c5380-42a0-1069-a2ea-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						28c8b86deab549a1	Internet Explorer 8 / 9 / 10 (32-bit)			19	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10/14/2013 07:18:45.731074		http://andromeda.gcomm.cz/?originalUrl=http%3A%2F%2Fwww.msftncsi.com%2Fredirect&loginurl=https%3A%2F%2Fandromeda.gcomm.cz%2Flandingpage_prg.aero%2Fconnect	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91804.Donald.28c8b86deab549a1.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x61L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x61L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 2, 'Description': None, 'FileSize': None, 'ExtentionBlocks': [{'ExtentionBlockSize': 28L, 'Signature': '0xbeef001aL'}, {'ExtentionBlockSize': 28L, 'Signature': '0xbeef001aL'}]}], 'ExtentionListing': '0xbeef001aL;0xbeef001aL', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'871c5380-42a0-1069-a2ea-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						28c8b86deab549a1	Internet Explorer 8 / 9 / 10 (32-bit)			18	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10/13/2013 08:52:11.778999		http://helpdeskgeek.com/windows-8/how-to-run-disk-cleanup-in-windows-8/	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91804.Donald.28c8b86deab549a1.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x61L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x61L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': None, 'ExtentionBlocks': [{'ExtentionBlockSize': 28L, 'Signature': '0xbeef001aL'}]}], 'ExtentionListing': '0xbeef001aL', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'871c5380-42a0-1069-a2ea-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						28c8b86deab549a1	Internet Explorer 8 / 9 / 10 (32-bit)			17	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10/12/2013 17:43:03.279823		http://www.hrad.cz/	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91804.Donald.28c8b86deab549a1.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x61L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x61L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': None, 'ExtentionBlocks': [{'ExtentionBlockSize': 28L, 'Signature': '0xbeef001aL'}]}], 'ExtentionListing': '0xbeef001aL', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'871c5380-42a0-1069-a2ea-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						28c8b86deab549a1	Internet Explorer 8 / 9 / 10 (32-bit)			16	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10/12/2013 17:43:03.190764		http://www.praha-vysehrad.cz/	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91804.Donald.28c8b86deab549a1.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x61L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x61L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 2, 'Description': None, 'FileSize': None, 'ExtentionBlocks': [{'ExtentionBlockSize': 28L, 'Signature': '0xbeef001aL'}, {'ExtentionBlockSize': 28L, 'Signature': '0xbeef001aL'}]}], 'ExtentionListing': '0xbeef001aL;0xbeef001aL', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'871c5380-42a0-1069-a2ea-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						28c8b86deab549a1	Internet Explorer 8 / 9 / 10 (32-bit)			15	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10/12/2013 17:40:22.485782		http://money.cnn.com/data/markets/	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91804.Donald.28c8b86deab549a1.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x61L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x61L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': None, 'ExtentionBlocks': [{'ExtentionBlockSize': 28L, 'Signature': '0xbeef001aL'}]}], 'ExtentionListing': '0xbeef001aL', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'871c5380-42a0-1069-a2ea-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						28c8b86deab549a1	Internet Explorer 8 / 9 / 10 (32-bit)			14	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10/12/2013 17:36:31.796856		http://www.xbox.com/	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91804.Donald.28c8b86deab549a1.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x61L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x61L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': None, 'ExtentionBlocks': [{'ExtentionBlockSize': 28L, 'Signature': '0xbeef001aL'}]}], 'ExtentionListing': '0xbeef001aL', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'871c5380-42a0-1069-a2ea-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						28c8b86deab549a1	Internet Explorer 8 / 9 / 10 (32-bit)			10	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10/11/2013 18:39:54.187970		https://buy.wsj.com/offers/html/offerN.html?trackCode=aap4pozs	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91804.Donald.28c8b86deab549a1.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x61L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x61L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 2, 'Description': None, 'FileSize': None, 'ExtentionBlocks': [{'ExtentionBlockSize': 30L, 'Signature': '0xbeef001aL'}, {'ExtentionBlockSize': 30L, 'Signature': '0xbeef001aL'}]}], 'ExtentionListing': '0xbeef001aL;0xbeef001aL', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'871c5380-42a0-1069-a2ea-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						28c8b86deab549a1	Internet Explorer 8 / 9 / 10 (32-bit)			13	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10/11/2013 18:01:41.997937		http://www.linkedin.com/e/bgaybo-hmme52lc-6f/nth/false/eml_nus_home_top/?hs=false&tok=3dULI4vIMsklY1	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91804.Donald.28c8b86deab549a1.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x61L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x61L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': None, 'ExtentionBlocks': [{'ExtentionBlockSize': 28L, 'Signature': '0xbeef001aL'}]}], 'ExtentionListing': '0xbeef001aL', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'871c5380-42a0-1069-a2ea-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						28c8b86deab549a1	Internet Explorer 8 / 9 / 10 (32-bit)			12	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10/04/2013 17:29:45.114308		https://www.amazon.com/gp/kindle/kcp/links?deviceType=A3C2X3KG4GJCOD&eid=meow&method=CreateAccount	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91804.Donald.28c8b86deab549a1.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x61L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x61L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': None, 'ExtentionBlocks': [{'ExtentionBlockSize': 30L, 'Signature': '0xbeef001aL'}]}], 'ExtentionListing': '0xbeef001aL', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'871c5380-42a0-1069-a2ea-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						28c8b86deab549a1	Internet Explorer 8 / 9 / 10 (32-bit)			11	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10/03/2013 12:17:54.982738		https://commerce.wsj.com/auth/forgotpass?mod=CustomerCenter	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91804.Donald.28c8b86deab549a1.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x61L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x61L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': None, 'ExtentionBlocks': [{'ExtentionBlockSize': 30L, 'Signature': '0xbeef001aL'}]}], 'ExtentionListing': '0xbeef001aL', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'871c5380-42a0-1069-a2ea-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						28c8b86deab549a1	Internet Explorer 8 / 9 / 10 (32-bit)			9	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10/03/2013 11:50:10.368144		http://airborne.gogoinflight.com/abp/page/abpDefault.do?REP=127.0.0.1&AUTH=127.0.0.1&CLI=172.19.131.157&PORT=54273&RPORT=54272&ABS=0&acpu_redirect=true	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91804.Donald.28c8b86deab549a1.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x61L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x61L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': None, 'ExtentionBlocks': [{'ExtentionBlockSize': 28L, 'Signature': '0xbeef001aL'}]}], 'ExtentionListing': '0xbeef001aL', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'871c5380-42a0-1069-a2ea-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
						28c8b86deab549a1	Internet Explorer 8 / 9 / 10 (32-bit)			8	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	10/01/2013 18:45:14.661744		http://192.168.1.1/	1601-01-01 00:00:00	1601-01-01 00:00:00	1601-01-01 00:00:00	cp1252					0						F:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\jumplists\91804.Donald.28c8b86deab549a1.automaticDestinations-ms	{'ParentLongName': None, 'DistinctTypesHex': '0x61L;0x1fL', 'ParentSeqNum': None, 'DistinctTypesStr': 'item;root_folder', 'FileEntries': [{'ShellFolderId': None, 'ShellItemTypeHex': '0x61L', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'item', 'ExtentionBlockCount': 1, 'Description': None, 'FileSize': None, 'ExtentionBlocks': [{'ExtentionBlockSize': 28L, 'Signature': '0xbeef001aL'}]}], 'ExtentionListing': '0xbeef001aL', 'ItemCount': 3, 'ParentEntryNum': None, 'RootFolder': [{'ShellFolderId': u'871c5380-42a0-1069-a2ea-08002b30309d', 'ShellItemTypeHex': '0x1fL', 'Identifier': None, 'Name': None, 'Location': None, 'Comments': None, 'ModificationTime': None, 'ShellItemTypeStr': 'root_folder', 'ExtentionBlockCount': 0, 'Description': None, 'FileSize': None, 'ExtentionBlocks': []}]}
